# Captura puntual de solo lectura (2026-07-17T13:53:23.440Z). No es fuente automática de producción.
empresa,departamento,municipio,clientes_total,clientes_activos
"La Nieve — Alpina (Villavicencio)","CESAR","SAN MARTIN",90,""
"La Nieve — Alpina (Villavicencio)","CUNDINAMARCA","GRANADA",285,""
"La Nieve — Alpina (Villavicencio)","CUNDINAMARCA","CAQUEZA",75,""
"La Nieve — Alpina (Villavicencio)","CUNDINAMARCA","FOMEQUE",56,""
"La Nieve — Alpina (Villavicencio)","CUNDINAMARCA","PARATEBUENO",53,""
"La Nieve — Alpina (Villavicencio)","CUNDINAMARCA","CHIPAQUE",46,""
"La Nieve — Alpina (Villavicencio)","CUNDINAMARCA","MEDINA",45,""
"La Nieve — Alpina (Villavicencio)","CUNDINAMARCA","CHOACHI",45,""
"La Nieve — Alpina (Villavicencio)","CUNDINAMARCA","UNE",41,""
"La Nieve — Alpina (Villavicencio)","CUNDINAMARCA","GUAYABETAL",40,""
"La Nieve — Alpina (Villavicencio)","CUNDINAMARCA","UBAQUE",32,""
"La Nieve — Alpina (Villavicencio)","CUNDINAMARCA","QUETAME",30,""
"La Nieve — Alpina (Villavicencio)","CUNDINAMARCA","FOSCA",24,""
"La Nieve — Alpina (Villavicencio)","CUNDINAMARCA","GUTIERREZ",14,""
"La Nieve — Alpina (Villavicencio)","CUNDINAMARCA","QUEBRADANEGRA",1,""
"La Nieve — Alpina (Villavicencio)","GUAINIA","INIRIDA",11,""
"La Nieve — Alpina (Villavicencio)","GUAINIA","BARRANCO MINAS",1,""
"La Nieve — Alpina (Villavicencio)","GUAVIARE","SAN JOSE DEL GUAVIARE",264,""
"La Nieve — Alpina (Villavicencio)","GUAVIARE","MIRAFLORES",4,""
"La Nieve — Alpina (Villavicencio)","GUAVIARE","EL RETORNO",2,""
"La Nieve — Alpina (Villavicencio)","GUAVIARE","CALAMAR",1,""
"La Nieve — Alpina (Villavicencio)","META","VILLAVICENCIO",3302,""
"La Nieve — Alpina (Villavicencio)","META","ACACIAS",531,""
"La Nieve — Alpina (Villavicencio)","META","GRANADA",301,""
"La Nieve — Alpina (Villavicencio)","META","PUERTO GAITAN",213,""
"La Nieve — Alpina (Villavicencio)","META","CUMARAL",146,""
"La Nieve — Alpina (Villavicencio)","META","RESTREPO",135,""
"La Nieve — Alpina (Villavicencio)","META","GUAMAL",105,""
"La Nieve — Alpina (Villavicencio)","META","LEJANIAS",94,""
"La Nieve — Alpina (Villavicencio)","META","PUERTO LOPEZ",79,""
"La Nieve — Alpina (Villavicencio)","META","FUENTE DE ORO",77,""
"La Nieve — Alpina (Villavicencio)","META","CASTILLA LA NUEVA",68,""
"La Nieve — Alpina (Villavicencio)","META","VISTA HERMOSA",66,""
"La Nieve — Alpina (Villavicencio)","META","PUERTO LLERAS",53,""
"La Nieve — Alpina (Villavicencio)","META","SAN MARTIN",50,""
"La Nieve — Alpina (Villavicencio)","META","BARRANCA DE UPIA",48,""
"La Nieve — Alpina (Villavicencio)","META","MESETAS",44,""
"La Nieve — Alpina (Villavicencio)","META","SAN CARLOS DE GUAROA",44,""
"La Nieve — Alpina (Villavicencio)","META","CUBARRAL",37,""
"La Nieve — Alpina (Villavicencio)","META","EL CASTILLO",35,""
"La Nieve — Alpina (Villavicencio)","META","SAN JUAN DE ARAMA",27,""
"La Nieve — Alpina (Villavicencio)","META","PUERTO CONCORDIA",24,""
"La Nieve — Alpina (Villavicencio)","META","EL DORADO",20,""
"La Nieve — Alpina (Villavicencio)","META","PUERTO RICO",1,""
"La Nieve — Alpina (Villavicencio)","META","URIBE",1,""
"La Nieve — Alpina (Villavicencio)","META","CABUYARO",1,""
"La Nieve — Alpina (Villavicencio)","NARIÑO","SAN LORENZO",4,""
"La Nieve — Alpina (Villavicencio)","VAUPES","MITU",7,""
"La Nieve — Alpina (Villavicencio)","VAUPES","CARURU",2,""
"La Nieve — Alpina (Villavicencio)","VICHADA","PUERTO CARREÑO",5,""
"La Nieve — Alpina (Villavicencio)","VICHADA","CUMARIBO",4,""
